numberofinjections,activityonline,state,activityclass,industry,size,vulnerabilityscore,potentialdamage
1,6.061802267,NSW,lowrisk,consumerstaples,largesize,0.032629398,83353.99525
1,3.943463266,NT,lowrisk,financials,smallsize,0.032826098,49024.62733
1,9.952820672,TAS,lowrisk,financials,largesize,0.033022778,84178.54079
1,10.11619674,NSW,lowrisk,energy,largesize,0.033219438,56263.46171
1,11.61819699,NT,lowrisk,health,smallsize,0.033416078,44683.30116
1,7.37338639,SA,lowrisk,consumerstaples,largesize,0.033612698,77164.11488
1,4.091113602,QLD,lowrisk,energy,largesize,0.033809298,69845.75354
1,7.893311631,TAS,medrisk,IT,largesize,0.034005878,63813.03412
1,7.906650914,QLD,medrisk,consumerstaples,largesize,0.034202438,67382.2009
1,5.547102285,QLD,lowrisk,health,largesize,0.034398978,62494.11808
1,7.968031507,TAS,lowrisk,consumerstaples,largesize,0.034595498,59993.97231
1,6.263247906,NT,lowrisk,IT,largesize,0.034791998,79638.97492
1,6.707951411,WA,lowrisk,IT,largesize,0.034988478,89555.36954
1,2.821643952,WA,lowrisk,energy,largesize,0.035184938,50408.42991
1,12.4247505,WA,lowrisk,health,smallsize,0.035381378,21991.77385
1,2.990252428,VIC,lowrisk,financials,largesize,0.035577798,61614.46587
1,5.879267251,QLD,medrisk,health,largesize,0.035774198,71230.94221
1,5.753431328,TAS,lowrisk,consumerstaples,largesize,0.035970578,56111.52846
1,7.588947619,SA,lowrisk,IT,medsize,0.036166938,41936.78982
1,11.89971099,SA,lowrisk,consumerstaples,medsize,0.036363278,37365.41468
1,9.109739078,NSW,lowrisk,IT,medsize,0.036559598,33695.03187
1,10.01927721,VIC,lowrisk,IT,largesize,0.036755898,62520.66874
1,8.944160941,NT,medrisk,financials,smallsize,0.036952178,28777.48341
1,7.984534245,WA,lowrisk,health,largesize,0.037148438,74821.26749
1,10.65933777,WA,lowrisk,IT,smallsize,0.037344678,59627.89482
1,4.511485082,NSW,lowrisk,consumerstaples,largesize,0.037540898,60833.30351
1,4.863241022,WA,lowrisk,consumerstaples,largesize,0.037737098,51426.82103
1,9.434807112,TAS,lowrisk,IT,largesize,0.037933278,61287.73538
1,6.528579252,WA,lowrisk,IT,largesize,0.038129438,74499.18243
1,8.930476477,NT,lowrisk,financials,largesize,0.038325578,79712.91175
1,8.839612605,TAS,medrisk,IT,largesize,0.038521698,94766.31927
1,7.959829831,VIC,lowrisk,financials,smallsize,0.038717798,28291.28579
1,9.721236482,TAS,lowrisk,energy,largesize,0.038913878,68077.59145
1,10.06964278,VIC,lowrisk,financials,smallsize,0.039109938,40029.32492
1,11.66847177,SA,lowrisk,consumerstaples,smallsize,0.039305978,22384.82374
1,8.319826934,WA,lowrisk,consumerstaples,largesize,0.039501998,58375.57438
1,0.40764499,TAS,medrisk,health,smallsize,0.039697998,24676.47676
1,7.287594246,NT,medrisk,health,largesize,0.039893978,70773.23621
1,10.04245241,SA,lowrisk,health,largesize,0.040089938,78855.33849
1,4.343814792,WA,lowrisk,financials,largesize,0.040285878,55572.81511
1,5.21547025,NSW,lowrisk,IT,smallsize,0.040481798,33428.19742
1,9.490930396,WA,lowrisk,consumerstaples,largesize,0.040677698,79611.71845
1,6.596427181,SA,medrisk,consumerstaples,largesize,0.040873578,48274.67398
1,9.527568148,TAS,lowrisk,energy,medsize,0.041069438,53110.95996
1,7.667271755,SA,lowrisk,energy,largesize,0.041265278,52566.29352
1,3.851947295,WA,lowrisk,health,largesize,0.041461098,56175.50859
1,3.399514903,TAS,highrisk,health,largesize,0.041656898,64434.13119
1,5.890215912,TAS,lowrisk,consumerstaples,largesize,0.041852678,55843.59875
1,7.414724825,NT,lowrisk,IT,largesize,0.042048438,76494.85485
1,2.510067021,VIC,medrisk,financials,smallsize,0.042244178,37103.92762
1,8.584381426,VIC,lowrisk,health,largesize,0.042439898,75279.8321
1,9.602548234,NSW,lowrisk,energy,largesize,0.042635598,61306.86781
1,5.700225043,NT,medrisk,energy,largesize,0.042831278,70937.35543
1,12.39232018,NSW,lowrisk,energy,medsize,0.043026938,55636.25401
1,12.60223897,WA,lowrisk,financials,medsize,0.043222578,56532.2683
1,9.508730065,QLD,medrisk,financials,largesize,0.043418198,76124.29443
1,11.28164582,TAS,medrisk,energy,smallsize,0.043613798,39519.75959
1,7.275346702,VIC,lowrisk,consumerstaples,largesize,0.043809378,81843.46898
1,11.99165277,VIC,lowrisk,health,medsize,0.044004938,28351.75522
1,9.760796182,TAS,medrisk,IT,largesize,0.044200478,74621.55194
1,5.396625629,QLD,medrisk,financials,largesize,0.044395998,66466.56006
1,6.406927189,NSW,lowrisk,energy,largesize,0.044591498,91942.05231
1,11.29023094,WA,lowrisk,financials,largesize,0.044786978,68953.70164
1,7.273351699,QLD,lowrisk,health,medsize,0.044982438,36826.30131
1,6.534066385,NT,medrisk,health,largesize,0.045177878,77694.28787
1,12.88353755,VIC,lowrisk,energy,largesize,0.045373298,73409.3963
1,3.421732455,QLD,lowrisk,financials,largesize,0.045568698,59910.41598
1,10.78491627,SA,lowrisk,energy,largesize,0.045764078,64480.71577
1,6.704383422,TAS,lowrisk,IT,largesize,0.045959438,72012.60475
1,9.903464498,WA,lowrisk,financials,largesize,0.046154778,55116.31759
1,8.339894881,VIC,lowrisk,health,largesize,0.046350098,60870.07529
1,10.14389024,VIC,lowrisk,consumerstaples,smallsize,0.046545398,32456.99663
1,6.442647455,SA,lowrisk,IT,largesize,0.046740678,57984.33172
1,5.574223377,TAS,medrisk,consumerstaples,largesize,0.046935938,55758.99646
1,7.027636212,WA,medrisk,energy,largesize,0.047131178,71902.45569
1,11.53241568,TAS,lowrisk,IT,largesize,0.047326398,64731.83389
1,8.008944427,WA,lowrisk,financials,largesize,0.047521598,69255.24125
1,5.330860121,NT,medrisk,financials,smallsize,0.047716778,54841.42059
1,8.832251044,NT,lowrisk,financials,largesize,0.047911938,75042.11777
1,9.199181165,SA,lowrisk,energy,largesize,0.048107078,80236.82656
1,9.522876642,WA,lowrisk,health,largesize,0.048302198,78334.47932
1,7.223270808,NSW,lowrisk,energy,largesize,0.048497298,74153.84156
1,11.76401706,QLD,lowrisk,health,largesize,0.048692378,64866.71891
1,5.80832783,WA,lowrisk,energy,largesize,0.048887438,72140.76685
1,7.545702218,NSW,lowrisk,health,smallsize,0.049082478,42786.0586
1,6.455914499,NT,lowrisk,health,largesize,0.049277498,93362.35795
1,5.062478989,NSW,lowrisk,financials,medsize,0.049472498,36649.36915
1,3.657506019,NT,lowrisk,consumerstaples,medsize,0.049667478,48681.06222
1,7.214318599,WA,medrisk,energy,largesize,0.049862438,68918.4429
1,7.511153914,QLD,medrisk,consumerstaples,largesize,0.050057378,57171.85031
1,10.10344354,SA,lowrisk,financials,smallsize,0.050252298,60815.18733
1,4.610905187,TAS,medrisk,health,largesize,0.050447198,73529.22865
1,8.847015428,NT,medrisk,health,smallsize,0.050642078,19551.43417
1,5.704830902,WA,medrisk,IT,smallsize,0.050836938,32496.92086
1,8.881471043,QLD,medrisk,health,largesize,0.051031778,67739.85241
1,9.454745852,NSW,lowrisk,financials,medsize,0.051226598,20407.49638
1,5.952281491,SA,lowrisk,consumerstaples,largesize,0.051421398,82706.0008
1,5.537285053,VIC,medrisk,energy,largesize,0.051616178,75104.73482
1,11.66195899,TAS,lowrisk,IT,largesize,0.051810938,63154.57154
1,4.522423458,NSW,medrisk,consumerstaples,largesize,0.052005678,60272.36101
1,8.11868424,NT,lowrisk,financials,largesize,0.052200398,75316.72075
1,9.481028388,QLD,medrisk,financials,largesize,0.052395098,62276.99202
1,7.350137001,QLD,medrisk,consumerstaples,largesize,0.052589778,59687.55791
1,7.42608069,NT,lowrisk,financials,largesize,0.052784438,72620.3674
1,6.875644204,NSW,lowrisk,financials,medsize,0.052979078,43035.29988
1,11.2619177,TAS,lowrisk,energy,largesize,0.053173698,79197.99329
1,10.73561852,NT,lowrisk,health,smallsize,0.053368298,41941.89201
1,9.738168574,VIC,lowrisk,energy,medsize,0.053562878,36158.97639
1,4.660207176,TAS,lowrisk,consumerstaples,smallsize,0.053757438,31201.24434
1,5.170779531,NT,lowrisk,consumerstaples,largesize,0.053951978,77786.66582
1,10.76296106,TAS,lowrisk,consumerstaples,largesize,0.054146498,58006.67691
1,7.453013516,SA,medrisk,health,largesize,0.054340998,73642.50526
1,7.984145381,QLD,medrisk,consumerstaples,largesize,0.054535478,68029.41956
1,7.81900993,SA,lowrisk,health,largesize,0.054729938,70154.41157
1,7.788286231,SA,lowrisk,financials,largesize,0.054924378,81210.02999
1,7.200112287,VIC,medrisk,financials,largesize,0.055118798,63124.48108
1,5.771370818,TAS,lowrisk,financials,largesize,0.055313198,71971.06986
1,11.080623,TAS,medrisk,IT,largesize,0.055507578,66048.26376
1,9.384184333,WA,lowrisk,IT,largesize,0.055701938,45653.21099
1,9.757353031,NSW,lowrisk,energy,largesize,0.055896278,72283.22985
1,7.653113933,SA,lowrisk,consumerstaples,smallsize,0.056090598,51226.92015
1,7.979727169,NSW,lowrisk,health,largesize,0.056284898,56039.25914
1,4.711890889,WA,medrisk,energy,largesize,0.056479178,84095.09162
1,10.29994703,VIC,lowrisk,energy,largesize,0.056673438,69545.45434
1,9.658673012,NSW,lowrisk,consumerstaples,largesize,0.056867678,78859.75853
1,3.035206425,WA,lowrisk,financials,largesize,0.057061898,63421.88205
1,8.017210356,WA,lowrisk,health,largesize,0.057256098,74858.62076
1,7.650911358,SA,lowrisk,consumerstaples,medsize,0.057450278,29183.3746
1,6.294252539,NSW,medrisk,financials,largesize,0.057644438,65154.4709
1,5.60258196,NSW,medrisk,IT,medsize,0.057838578,41784.72922
1,3.951317421,WA,lowrisk,energy,medsize,0.058032698,50629.5741
1,6.972270773,NSW,lowrisk,consumerstaples,smallsize,0.058226798,38140.21521
1,4.387950111,QLD,medrisk,IT,medsize,0.058420878,32978.14826
1,10.11786992,VIC,medrisk,health,largesize,0.058614938,80521.14604
1,8.441196292,NT,lowrisk,IT,largesize,0.058808978,64968.44622
1,8.057011502,WA,lowrisk,energy,largesize,0.059002998,75612.31864
1,10.75354514,TAS,lowrisk,consumerstaples,largesize,0.059196998,52406.21206
1,10.06867507,TAS,lowrisk,financials,largesize,0.059390978,79629.87289
1,6.844681744,WA,lowrisk,health,largesize,0.059584938,59965.4646
1,8.765235746,WA,medrisk,IT,medsize,0.059778878,34206.16083
1,9.784003736,WA,medrisk,IT,largesize,0.059972798,54335.05715
1,7.532186121,VIC,medrisk,financials,largesize,0.060166698,107192.9906
1,5.063956924,WA,medrisk,health,largesize,0.060360578,55868.51503
1,7.444159023,QLD,lowrisk,energy,medsize,0.060554438,39443.57317
1,9.670276832,QLD,lowrisk,IT,largesize,0.060748278,68943.65637
1,4.692806908,WA,lowrisk,IT,largesize,0.060942098,59215.08581
1,4.673660309,TAS,medrisk,financials,largesize,0.061135898,74604.35859
1,9.546998762,WA,medrisk,IT,largesize,0.061329678,74577.07063
1,7.575972576,SA,lowrisk,IT,largesize,0.061523438,75657.9653
1,6.121564178,WA,lowrisk,IT,largesize,0.061717178,45646.39374
1,7.189155157,TAS,lowrisk,consumerstaples,largesize,0.061910898,55971.73883
1,11.04517124,NT,lowrisk,consumerstaples,largesize,0.062104598,63336.16165
1,5.273116538,TAS,lowrisk,energy,largesize,0.062298278,66845.00583
1,2.999044237,NT,lowrisk,financials,largesize,0.062491938,66943.61979
1,7.059724609,TAS,medrisk,IT,largesize,0.062685578,73202.86715
1,3.97052203,WA,medrisk,consumerstaples,medsize,0.062879198,35357.01483
1,6.212497572,TAS,lowrisk,health,smallsize,0.063072798,28893.10436
1,4.275353621,TAS,lowrisk,consumerstaples,largesize,0.063266378,74143.43124
1,7.712163391,VIC,lowrisk,IT,largesize,0.063459938,64632.90879
1,9.582373009,NSW,medrisk,consumerstaples,largesize,0.063653478,65947.62857
1,4.514195951,TAS,lowrisk,health,largesize,0.063846998,89272.20716
1,7.926312507,TAS,lowrisk,consumerstaples,smallsize,0.064040498,36965.84478
1,1.740064344,TAS,highrisk,consumerstaples,largesize,0.064233978,55323.9526
1,10.414754,TAS,lowrisk,health,largesize,0.064427438,65151.02755
1,3.760903153,TAS,lowrisk,energy,largesize,0.064620878,69144.45997
1,7.853555936,NSW,lowrisk,financials,smallsize,0.064814298,30881.29189
1,4.473161278,QLD,medrisk,health,smallsize,0.065007698,18706.35181
1,4.314662227,SA,lowrisk,IT,smallsize,0.065201078,33297.39143
1,6.295674285,NT,lowrisk,energy,largesize,0.065394438,72843.87834
1,5.059695987,SA,medrisk,IT,smallsize,0.065587778,28789.50057
1,5.054800778,QLD,lowrisk,financials,largesize,0.065781098,78843.74353
1,6.763332016,VIC,medrisk,consumerstaples,largesize,0.065974398,80220.7877
1,9.994611937,NT,lowrisk,consumerstaples,largesize,0.066167678,66946.13305
1,4.496884044,TAS,medrisk,consumerstaples,smallsize,0.066360938,51972.24718
1,4.120752432,NSW,medrisk,financials,largesize,0.066554178,74780.68186
1,6.358576699,QLD,lowrisk,health,largesize,0.066747398,62289.89537
1,10.19811195,SA,lowrisk,energy,largesize,0.066940598,65921.2056
1,4.946381303,SA,lowrisk,energy,medsize,0.067133778,62383.39353
1,6.168557631,TAS,lowrisk,health,medsize,0.067326938,48713.69094
1,6.396210252,QLD,medrisk,consumerstaples,largesize,0.067520078,68422.19077
1,3.114833151,NT,lowrisk,financials,largesize,0.067713198,74213.27427
1,10.31616128,TAS,medrisk,health,largesize,0.067906298,68683.62742
1,8.505975196,TAS,medrisk,IT,largesize,0.068099378,71074.21602
1,6.48735255,WA,medrisk,financials,largesize,0.068292438,87086.33864
1,10.33132613,QLD,lowrisk,IT,largesize,0.068485478,74158.42239
1,9.933801129,SA,lowrisk,IT,smallsize,0.068678498,38898.12018
1,5.655391681,SA,lowrisk,financials,smallsize,0.068871498,18015.4727
1,4.955124438,NSW,medrisk,consumerstaples,largesize,0.069064478,65478.07291
1,10.29163305,TAS,lowrisk,financials,medsize,0.069257438,45361.43355
1,6.153784604,NSW,medrisk,energy,largesize,0.069450378,71848.45736
1,7.005808963,QLD,lowrisk,energy,smallsize,0.069643298,39610.23629
1,9.386689312,NT,lowrisk,energy,medsize,0.069836198,38607.93489
1,9.209123368,NSW,lowrisk,health,medsize,0.070029078,18066.77089
1,6.362501297,SA,lowrisk,consumerstaples,smallsize,0.070221938,50050.15705
1,6.128745122,VIC,lowrisk,health,largesize,0.070414778,71541.57119
1,8.329080288,SA,lowrisk,energy,smallsize,0.070607598,41848.3778
1,7.730134678,TAS,medrisk,consumerstaples,largesize,0.070800398,72682.43915
1,5.932853805,QLD,medrisk,consumerstaples,medsize,0.070993178,39096.88369
1,1.819407157,NSW,medrisk,energy,largesize,0.071185938,47733.48399
1,0.980459973,SA,medrisk,consumerstaples,smallsize,0.071378678,24124.20637
1,4.991988148,TAS,medrisk,consumerstaples,largesize,0.071571398,75648.6397
1,4.997256998,NSW,medrisk,health,medsize,0.071764098,59202.02537
1,12.38347048,SA,lowrisk,consumerstaples,smallsize,0.071956778,29941.62467
1,9.318352496,TAS,lowrisk,financials,medsize,0.072149438,46069.87081
1,7.643116602,VIC,lowrisk,health,largesize,0.072342078,88400.25754
1,10.27033052,TAS,lowrisk,energy,medsize,0.072534698,35560.64628
1,4.939355636,VIC,lowrisk,consumerstaples,smallsize,0.072727298,48702.22895
1,5.810854348,NT,medrisk,consumerstaples,largesize,0.072919878,59846.42652
1,7.823410661,WA,lowrisk,health,largesize,0.073112438,60817.67194
1,7.148691951,TAS,medrisk,energy,largesize,0.073304978,65727.57715
